Serial No.,CAS No.,Prefix,Name,Haz. sub.,DG Class,DG Subclass,Schedule,Packing group,UN No.,Size,Size Unit,Location
100010036900,539-88-8,,ethyl levulinate,No,,,,,,100,gram,Flammable liquid Small
100010037000,78-93-3,,ethyl methyl ketone,Yes,3,,,,,500,milliliter,Flammable liquid Small
100010052200,10576-12-2,,ethyl N-hydroxyacetimidate,Yes,,,,,,10,gram,Freezer 1 S2 B1
100010109100,626-75-7,,ethyl nitroacetate,No,,,,,,25,gram,Harmful H5
100010037100,383-63-1,,ethyl trifluoroacetate,Yes,3,,,II,1993,25,gram,Flammable liquid Small
100010037101,383-63-1,,ethyl trifluoroacetate,Yes,3,,,II,1993,25,gram,Flammable liquid Small
100010052300,768-59-2,4-,ethylbenzyl alcohol,No,,,,,,1,gram,Freezer 1 S2 B1
100010037200,7087-68-5,"N,N-",diisopropylethylamine,Yes,3,8,,II,2733,100,milliliter,Flammable liquid Small
100010072400,0420-12-2,,ethylene sulfide,Yes,3,6.1,,II,1992,25,gram,Fridge S3 B1
100010029005,16940-66-2,,sodium borohydride,Yes,4.3,,,,,10,gram, Dangerous when wet
100010077200,126213-50-1,"3,4-",ethylenedioxythiophene,Yes,6.1,,,III,2810,10,gram,Fridge S4 B1
100010085900,50448-95-8,2-,ethylhexyl 3-mercaptoproprionate,Yes,9,,,,3334,500,milliliter,Harmful H12
100010072500,18908-66-2,2-,ethylhexyl bromide,No,,,,,,500,gram,Fridge S3 B1
100010072501,18908-66-2,2-,ethylhexyl bromide,No,,,,,,500,gram,Fridge S3 B1
100010072502,18908-66-2,2-,ethylhexyl bromide,No,,,,,,10,gram,Fridge S3 B1
100010072503,18908-66-2,2-,ethylhexyl bromide,No,,,,,,10,gram,Fridge S3 B1
100010072504,18908-66-2,2-,ethylhexyl bromide,No,,,,,,10,gram,Fridge S3 B1
100010064300,2386-64-3,,ethylmagnesium chloride,Yes,4.3,3,,I,3399,100,milliliter,Fridge Door
100010064301,2386-64-3,,ethylmagnesium chloride,Yes,4.3,3,,I,3399,100,milliliter,Fridge Door
100010064400,2386-64-3,,ethylmagnesium chloride,Yes,4.3,3,,I,3399,100,milliliter,Fridge Door
100010069100,145060-63-5,1-,ethylpiperidine hypophosphite,Yes,4.1,,,II,1325,25,gram,Fridge S2 B1
100010029100,7646-69-7,,sodium hydride,Yes,4.3,,,I,1427,100,gram, Dangerous when wet
100010071000,4301-14-8,,ethynylmagnesium bromide,Yes,4.3,3,,II,3399,100,milliliter,Fridge S2 B1
100010071001,4301-14-8,,ethynylmagnesium bromide,Yes,4.3,3,,II,3399,100,milliliter,Fridge S2 B2
100010072600,2510-22-7,4-,ethynylpyridine,Yes,,,,,,5,gram,Fridge S3 B1
100010077300,1945-84-2,2-,ethynylpyridine,Yes,,,,,,5,gram,Fridge S4 B1
100010067500,766-47-2,2-,ethynyltoluene,Yes,3,,,III,3295,5,gram,Fridge S1 B1
100010029101,7646-69-7,,sodium hydride,Yes,4.3,,,I,1427,100,gram, Dangerous when wet
100010052400,13058-4-3,,farnesyl pyrophosphate ammonium salt,Yes,3,6.1,,II,1230,200,microgram,Freezer 1 S2 B1
100010052401,13058-4-3,,farnesyl pyrophosphate ammonium salt,Yes,3,6.1,,II,1230,200,microgram,Freezer 1 S2 B1
100010052402,13058-4-3,,farnesyl pyrophosphate ammonium salt,Yes,3,6.1,,II,1230,200,microgram,Freezer 1 S2 B1
100010052403,13058-4-3,,farnesyl pyrophosphate ammonium salt,Yes,3,6.1,,II,1230,200,microgram,Freezer 1 S2 B1
100010052404,13058-4-3,,farnesyl pyrophosphate ammonium salt,Yes,3,6.1,,II,1230,200,microgram,Freezer 1 S2 B1
100010015800,7705-08-0,,ferric chloride anhydrous,Yes,8,,,III,1773,500,gram,Corrosive Acid 1
100010029102,7646-69-7,,sodium hydride,Yes,4.3,,,I,1427,100,gram, Dangerous when wet
100010029200,7646-69-7,,sodium hydride,Yes,4.3,,,I,1427,500,gram, Dangerous when wet
100010015900,7758-94-3,,ferrous chloride tetrahydrate,Yes,8,,,III,3260,500,gram,Corrosive Acid 1
100010172800,7646-69-7,,sodium hydride,Yes,4.3,,,I,1427,100,gram, Dangerous when wet
100010077400,24324-17-2,9-,fluorenemethanol,No,,,,,,10,gram,Fridge S4 B1
100010122700,364-78-3,4-,fluoro-2-nitroaniline,Yes,,,,,,25,gram,Harmful H8
100010144600,2369-11-1,5-,fluoro-2-nitroaniline,Yes,6.1,,,III,2811,50,gram,Toxic TM4
100010168100,1493-27-2,1-,fluoro-2-nitrobenzene,Yes,,,,,,10,gram,Freezer 1 S2 B1
100010052500,1493-27-2,1-,fluoro-2-nitrobenzene,Yes,,,,,,10,gram,Freezer 1 S2 B1
100010126700,402-65-3,4-,fluoro-2-pyridinecarboxylic acid,Yes,,,,,,1,gram,Freezer 2
100010144700,70-34-8,1-,"fluoro-2,4-dinitrobenzene",Yes,6.1,,,,,100,milliliter,Toxic TM4
100010055700,2357-47-3,4-,fluoro-3-(trifluoromethyl)aniline,Yes,,,,,,5,gram,Freezer 1 S2 B2
100010029300,7440-23-5,,sodium,Yes,,,,,,500,gram, Dangerous when wet
100010168200,402-67-5,1-,fluoro-3-nitrobenzene,Yes,6.1,,,II,2810,50,milliliter,Freezer 1 S2 B1
100010052600,402-67-5,1-,fluoro-3-nitrobenzene,Yes,6.1,,,II,2810,10,gram,Freezer 1 S2 B1
100010007700,248270-25-9,3-,fluoro-4-formylphenylboronic acid,Yes,,,,,,1,gram,Harmful H18
100010144800,350-46-9,1-,fluoro-4-nitrobenzene,Yes,6.1,,,III,2811,5,gram,Toxic TM4
100010144801,350-46-9,1-,fluoro-4-nitrobenzene,Yes,6.1,,,III,2811,5,gram,Toxic TM4
100010144802,350-46-9,1-,fluoro-4-nitrobenzene,Yes,6.1,,,III,2811,100,gram,Toxic TM4
100010109300,446-34-4,3-,fluoro-4-nitrotoluene,Yes,,,,,,5,gram,Harmful H5
100010122800,446-34-4,3-,fluoro-4-nitrotoluene,Yes,,,,,,5,gram,Harmful H8
100010145400,371-40-4,p-,fluoroaniline,No,6.1,,,III,2941,100,gram,Toxic TM4
100010145401,371-40-4,p-,fluoroaniline,No,6.1,,,III,2941,25,gram,Toxic TS2
100010150500,372-19-0,3-,fluoroaniline,No,6.1,,,,,25,gram,Toxic TS2
100010037300,459-57-4,4-,fluorobenzaldehyde,Yes,3,,,III,1989,25,gram,Flammable liquid Small
100010037301,459-57-4,4-,fluorobenzaldehyde,Yes,3,,,III,1989,25,gram,Flammable liquid Small
100010168300,459-57-4,4-,fluorobenzaldehyde,Yes,3,,,III,1989,10,gram,Flammable liquid Small
100010069200,446-52-6,2-,fluorobenzaldehyde,Yes,3,,,III,1989,5,gram,Fridge S2 B1
100010037400,0462-06-06,,fluorobenzene,Yes,3,,,II,2387,250,milliliter,Flammable liquid Small
100010072700,1194-02-01,4-,fluorobenzonitrile,Yes,4.1,,,,,25,gram,Fridge S3 B1
100010016000,403-43-0,4-,fluorobenzoyl chloride,Yes,8,,,II,3265,25,gram,Corrosive Acid 1
100010158700,1219804-13-3,4-,fluorobenzoyl chloride (d6),Yes,8,,,II,3265,500,milligram,Corrosive Acid 2
100010016100,446-48-0,2-,fluorobenzyl bromide,Yes,8,,,III,3265,25,gram,Corrosive Acid 1
100010016200,456-41-7,3-,fluorobenzyl bromide,Yes,8,,,II,1760,25,gram,Corrosive Acid 1
100010016300,0352-11-4,4-,fluorobenzyl chloride,Yes,8,3,,II,2920,25,gram,Corrosive Acid 1
100010016400,16872-11-0,,fluoroboric acid,Yes,8,,,II,1775,500,milliliter,Corrosive Acid 1
100010016500,16872-11-0,,fluoroboric acid,Yes,8,,,II,1775,500,milliliter,Corrosive Acid 1
100010168400,57239-58-4,4-,fluorodibenzyl diselenide,Yes,6.1,,,,,10,gram,Toxic TS2
100010069300,371-62-0,2-,fluoroethanol,Yes,6.1,3,,I,3383,25,gram,Fridge S2 B1
100010069301,371-62-0,2-,fluoroethanol,Yes,6.1,3,,I,3383,5,gram,Fridge S2 B1
100010072800,399-52-0,5-,fluoroindole,No,,,,,,25,gram,Fridge S3 B1
100010069400,39891-04-08,5-,fluoronicotinaldehyde,No,,,,,,1,gram,Fridge S2 B1
100010126800,31224-43-8,3-,fluoropyridine-2-carbaldehyde (3-fluoro-2-formylpyridine),Yes,,,,,,5,gram,Freezer 2
100010077500,36404-90-7,2-,fluoropyridine-3-carbaldehyde,No,,,,,,5,gram,Fridge S4 B1
100010077501,36404-90-7,2-,fluoropyridine-3-carbaldehyde,No,,,,,,5,gram,Fridge S4 B1
100010168500,352-70-5,3-,fluorotoluene (m-fluorotoluene),Yes,3,,,II,2388,25,milliliter,Flammable liquid Small
100010168600,352-32-9,4-,fluorotoluene (p-fluorotoluene),Yes,3,,,II,2388,25,milliliter,Flammable liquid Small
100010072900,75-69-4,,fluorotrichloromethane (FREON 11),Yes,6,,,,,100,milliliter,Fridge S3 B1
100010135300,51-21-8,5-,fluorouracil,Yes,6.1,,3,,,1,gram,Poisons Draw 2
100010135301,51-21-8,5-,fluorouracil,Yes,6.1,,3,,,1,gram,Poisons Draw 2
100010057400,29022-11-5,,FMOC-Gly-OH,No,,,,,,25,gram,Freezer 1 S3 B1
100010057500,122996-47-8,,FMOC-Hyp(tBu)-OH,No,,,,,,1,gram,Freezer 1 S3 B1
100010062100,132388-59-1,,FMOC-L-Asn(Trt)-OH,No,,,,,,1,gram,Freezer 1 S4 B2
100010059800,71989-23-6,,FMOC-L-Ile-OH,No,,,,,,5,gram,Freezer 1 S4 B1
100010059900,73724-45-5,,FMOC-L-Ser-OH,Yes,,,,,,5,gram,Freezer 1 S4 B1
100010060000,71989-33-8,,FMOC-L-Ser(tert-Bu)-OH,No,,,,,,5,gram,Freezer 1 S4 B1
100010055800,82911-69-1,,FMOC-N-hydroxysuccinimide,No,,,,,,25,gram,Freezer 1 S2 B2
100010055801,82911-69-1,,FMOC-N-hydroxysuccinimide,No,,,,,,100,gram,Freezer 1 S2 B2
100010018500,50-00-0,,formaldehyde solution,Yes,8,,,III,2209,2.5,liter,Corrosive Acid 2
100010018501,50-00-0,,formaldehyde solution,Yes,8,,,III,2209,500,milliliter,Corrosive Acid 2
100010018502,50-00-0,,formaldehyde solution,Yes,8,,,III,2209,500,milliliter,Corrosive Acid 2
100010144900,75-12-7,,formamide,Yes,6.1,,,,,500,milliliter,Toxic TM4
100010016600,64-18-6,,formic acid,Yes,8,,,II,1779,500,milliliter,Corrosive Acid 1
100010016700,27329-70-0,5-,formyl-2-furanboronic acid,Yes,8,,,III,3261,1,gram,Corrosive Acid 1
100010016701,27329-70-0,5-,formyl-2-furanboronic acid,Yes,8,,,III,3261,1,gram,Corrosive Acid 1
100010016800,121124-97-8,3-,formyl-4-methoxyphenylboronic acid,Yes,8,,,II,3261,5,gram,Corrosive Acid 1
100010016900,87199-16-4,3-,formylphenylboronic acid,Yes,8,,,III,3261,5,gram,Corrosive Acid 1
100010016901,87199-16-4,3-,formylphenylboronic acid,Yes,8,,,III,3261,1,gram,Corrosive Acid 1
100010016902,87199-16-4,3-,formylphenylboronic acid,Yes,8,,,III,3261,9,gram,Corrosive Acid 1
100010017000,87199-17-5,4-,formylphenylboronic acid,Yes,8,,,,,5,gram,Corrosive Acid 1
100010109600,616-76-2,5-,formylsalicylic acid,No,,,,,,1,gram,Harmful H5
100010007900,4347-33-5,5-,formylthiophene-2-boronic acid,Yes,,,,,,5,gram,Harmful H18
100010007901,4347-33-5,5-,formylthiophene-2-boronic acid,Yes,,,,,,5,gram,Harmful H18
100010109700,498-60-2,3-,furaldehyde,Yes,,,,,,25,gram,Harmful H5
100010139600,98-01-1,2-,furaldehyde,Yes,6.1,3,,,,500,milliliter,Toxic TL2
100010156300,110-00-9,,furan,Yes,3,,,II,2389,None,,Flammable liquid Small
100010109800,98-00-0,,furforyl alcohol,Yes,,,,,,50,gram,Harmful H5
100010029301,7440-23-5,,sodium,Yes,,,,,,500,gram, Dangerous when wet
100010029400,56553-60-7,,sodium triacetoxyborohydride,Yes,,,,,,25,gram, Dangerous when wet
100010109900,1121-89-7,,glutanimide,No,,,,,,5,gram,Harmful H5
100010029500,7440-66-6,,zinc,Yes,4.3,4.2,,II,1436,500,gram, Dangerous when wet
100010052700,28319-77-9,L-a-,glycerophosphorylcholine,No,,,,,,100,milligram,Freezer 1 S2 B1
100010052701,28319-77-9,L-a-,glycerophosphorylcholine,No,,,,,,100,milligram,Freezer 1 S2 B1
100010052702,28319-77-9,L-a-,glycerophosphorylcholine,No,,,,,,100,milligram,Freezer 1 S2 B1
100010052703,28319-77-9,L-a-,glycerophosphorylcholine,No,,,,,,100,milligram,Freezer 1 S2 B1
100010052704,28319-77-9,L-a-,glycerophosphorylcholine,No,,,,,,100,milligram,Freezer 1 S2 B1
100010052705,28319-77-9,L-a-,glycerophosphorylcholine,No,,,,,,100,milligram,Freezer 1 S2 B1
100010052706,28319-77-9,L-a-,glycerophosphorylcholine,No,,,,,,100,milligram,Freezer 1 S2 B1
100010052707,28319-77-9,L-a-,glycerophosphorylcholine,No,,,,,,100,milligram,Freezer 1 S2 B1
100010052708,28319-77-9,L-a-,glycerophosphorylcholine,No,,,,,,100,milligram,Freezer 1 S2 B1
100010052709,28319-77-9,L-a-,glycerophosphorylcholine,No,,,,,,100,milligram,Freezer 1 S2 B1
100010052710,28319-77-9,L-a-,glycerophosphorylcholine,No,,,,,,100,milligram,Freezer 1 S2 B1
100010029501,7440-66-6,,zinc,Yes,4.3,4.2,,II,1436,500,gram, Dangerous when wet
100010086000,623-33-6,,glycine ethyl ester hydrochloride,Yes,,,,,,100,gram,Harmful H12
100010101700,623-33-6,,glycine ethyl ester hydrochloride,No,,,,,,1,kilogram,Harmful H26
100010101701,623-33-6,,glycine ethyl ester hydrochloride,No,,,,,,100,gram,Harmful H26
100010101702,623-33-6,,glycine ethyl ester hydrochloride,No,,,,,,100,gram,Harmful H26
100010037500,3741-38-6,,glycol sulfite,Yes,,,,,,25,gram,Flammable liquid Small
100010017100,78-14-1,,glycolic acid,Yes,8,,,II,3261,25,gram,Corrosive Acid 1
100010017101,78-14-1,,glycolic acid,Yes,8,,,II,3261,100,gram,Corrosive Acid 1
100010110000,301224-40-8,,Grubbs Catalyst-2nd Generation,Yes,,,,,,250,milligram,Harmful H5
100010052900,486-84-0,,harmane,No,,,,,,1,gram,Freezer 1 S2 B1
100010077600,2396-63-6,"1,6-",heptadiyne,Yes,3,,,II,3295,1,gram,Fridge S4 B1
100010077700,813-19-4,,bis(tributyltin) see hexabutylditin,Yes,6.1,,7,III,2788,25,gram,Fridge S4 B1
100010145000,77-47-4,,hexachlorocyclopentadiene,Yes,6.1,,,I,2646,25,gram,Toxic TM4
100010145001,77-47-4,,hexachlorocyclopentadiene,Yes,6.1,,,I,2646,25,gram,Toxic TM4
100010145002,77-47-4,,hexachlorocyclopentadiene,Yes,6.1,,,I,2646,25,gram,Toxic TM4
100010145003,77-47-4,,hexachlorocyclopentadiene,Yes,6.1,,,I,2646,25,gram,Toxic TM4
100010145004,77-47-4,,hexachlorocyclopentadiene,Yes,6.1,,,I,2646,25,gram,Toxic TM4
100010145005,77-47-4,,hexachlorocyclopentadiene,Yes,6.1,,,I,2646,25,gram,Toxic TM4
100010077800,13465-77-5,,hexachlorodisilane,Yes,,,,,,5,milliliter,Fridge S4 B1
100010145100,72301-86-1,,hexafluoroacetone deuterate,Yes,6.1,,,II,2552,10,gram,Toxic TM4
100010145101,72301-86-1,,hexafluoroacetone deuterate,Yes,6.1,,,II,2552,10,gram,Toxic TM4
100010145102,72301-86-1,,hexafluoroacetone deuterate,Yes,6.1,,,II,2552,10,gram,Toxic TM4
100010145300,680-31-9,,hexamethylphosphoramide,Yes,,,,,,100,milliliter,Toxic TM4
100010145301,680-31-9,,hexamethylphosphoramide,Yes,,,,,,100,milliliter,Toxic TM4
100010145302,680-31-9,,hexamethylphosphoramide,Yes,,,,,,100,milliliter,Toxic TM4
100010145303,680-31-9,,hexamethylphosphoramide,Yes,,,,,,550,gram,Toxic TL2
100010013100,1186-52-3,d3-,acetic acid-d,Yes,,,,,,500,microliter, Deuterates dessicator
100010013101,1186-52-3,d3-,acetic acid-d,Yes,,,,,,500,microliter, Deuterates dessicator
100010017200,142-61-0,,hexanoyl chloride,Yes,8,3,,II,2920,100,gram,Corrosive Acid 1
100010110101,23978-09-08,"4,7,13,16,21, 24-","hexaoxa-1,10-diazobicyclo [8.8.8]-hexacosane",Yes,,,,,,1,gram,Harmful H5
100010168800,821-41-0,5-,hexen-1-ol,Yes,3,,,III,1987,25,milliliter,Flammable liquid Small
100010168801,821-41-0,5-,hexen-1-ol,Yes,3,,,III,1987,25,milliliter,Flammable liquid Small
100010168802,821-41-0,5-,hexen-1-ol,Yes,3,,,III,1987,25,milliliter,Flammable liquid Small
100010037600,592-41-6,1-,hexene,Yes,3,,,II,2370,50,milliliter,Flammable liquid Small
100010037700,7642-09-03,cis-3-,hexene,Yes,3,,,II,3295,1,milliliter,Flammable liquid Small
100010077900,13269-52-8,trans-3-,hexene,Yes,3,,,II,3295,5,gram,Fridge S4 B1
100010110200,616880-14-9,5'-,"hexyl-2,2'-bithiophene-5-boronic acid pinacol ester",Yes,,,,,,5,gram,Harmful H5
100010013102,1186-52-3,d3-,acetic acid-d,Yes,,,,,,500,microliter, Deuterates dessicator
100010069500,23491-45-4,,Hoechst dye 33258,No,6.1,,,,,1,gram,Fridge S2 B1
100010025400,505-66-8,,homopiperazine,Yes,8,,,II,3259,25,gram,Corrosive Base 1
100010023500,0302-01-02,,hydrazine hydrate,Yes,8,6.1,,II,2030,100,milliliter,Corrosive Base 2
100010023501,0302-01-02,,hydrazine hydrate,Yes,8,6.1,,II,2030,500,milliliter,Corrosive Base 2
100010145200,10034-93-2,,hydrazine sulfate,No,6.1,8,,,,100,gram,Toxic TM4
100010018600,10035-10-6,,hydrobromic acid,Yes,8,,,II,1788,500,milliliter,Corrosive Acid 2
100010018601,10035-10-6,,hydrobromic acid,Yes,8,,,II,1788,500,milliliter,Corrosive Acid 2
100010017300,7647-01-0,,hydrochloric acid,Yes,8,,,II,1789,2.5,liter,Corrosive Acid 1
100010017301,7647-01-0,,hydrochloric acid,Yes,8,,,II,1789,500,milliliter,Corrosive Acid 1
100010017400,10035-10-6,,hydrobromic acid,Yes,8,,,II,1788,100,milliliter,Corrosive Acid 1
100010168900,10035-10-6,,hydrobromic acid,Yes,8,,,II,1788,100,gram,Corrosive Acid 1
100010169000,10035-10-6,,hydrobromic acid,Yes,8,,,II,1788,250,gram,Corrosive Acid 1
100010169100,7647-01-0,,hydrochloric acid,Yes,8,,,II,1789,100,milliliter,Freezer 3
100010071300,7647-01-0,,hydrochloric acid,Yes,8,,,II,1789,100,milliliter,Fridge S2 B2
100010064500,7647-01-0,,hydrochloric acid,Yes,8,,,II,1789,100,milliliter,Fridge Door
100010064501,7647-01-0,,hydrochloric acid,Yes,8,,,II,1789,100,milliliter,Fridge Door
100010156400,26023-84-7,,hydrogen hexachloroplatinate (IV) hydrate,Yes,8,,,III,2507,5,gram,Corrosive Acid 2
100010050300,7722-84-1,,hydrogen peroxide,Yes,5.1,8,,II,2014,500,milliliter,Freezer 1 S1 B1
100010050301,7722-84-1,,hydrogen peroxide,Yes,5.1,8,,II,2014,500,milliliter,Freezer 1 S1 B1
100010050302,7722-84-1,,hydrogen peroxide,Yes,5.1,8,,II,2014,500,milliliter,Freezer 1 S1 B1
100010156500,10034-85-2,,hydroiodic acid,Yes,8,,,II,1787,None,,Corrosive Acid 2
100010110300,354-74-3,3-,hydroxy-1-methylpiperidine,Yes,,,,,,25,gram,Harmful H5
100010064600,513-86-0,3-,hydroxy-2-butanone,Yes,3,,,III,2621,50,gram,Fridge Door
100010110400,3011-34-5,4-,hydroxy-3-nitrobenzaldehyde,No,,,,,,5,gram,Harmful H5
100010093000,3272-08-0,4-,hydroxy-3-nitrobenzonitrile,No,,,,,,25,gram,Harmful H17
100010093100,673-22-3,2-,hydroxy-4-methoxybenzaldehyde,Yes,,,,,,25,gram,Harmful H17
100010110500,21715-90-2,endo-N-,"hydroxy-5-norbornene-2,3-dicarboximide",Yes,,,,,,10,gram,Harmful H5
100010156600,27126-76-7,[,hydroxy(tosyloxy)iodo]benzene,No,,,,,,5,gram,Harmful H5
100010018700,10039-54-0,,allylmagnesium chloride,Yes,4.3,3,,I,3399,500,gram,Corrosive Acid 2
100010093200,100-83-4,3-,hydroxybenzaldehyde,No,,,,,,100,gram,Harmful H17
100010112500,123-08-0,4-,hydroxybenzaldehyde,Yes,,,,,,50,gram,Harmful H5
100010112501,123-08-0,4-,hydroxybenzaldehyde,Yes,,,,,,50,gram,Harmful H12
100010112502,123-08-0,4-,hydroxybenzaldehyde,Yes,,,,,,50,gram,Harmful H5
100010169200,123-08-0,4-,hydroxybenzaldehyde,Yes,,,,,,50,gram,Harmful H5
100010110600,99-96-7,p-,hydroxybenzonitrile,No,,,,,,25,gram,Harmful H5
100010053000,0623-05-02,4-,hydroxybenzyl alcohol,Yes,,,,,,10,gram,Freezer 1 S2 B1
100010112600,90-01-7,2-,hydroxybenzyl alcohol,Yes,,,,,,25,gram,Harmful H5
100010112601,90-01-7,2-,hydroxybenzyl alcohol,Yes,,,,,,100,gram,Harmful H12
100010086100,103-76-4,1-(2-,hydroxyethyl)piperazine,Yes,,,,,,100,gram,Harmful H12
100010069600,7803-49-8,,hydroxylamine solution,Yes,9,,,III,3082,250,milliliter,Fridge S2 B1
100010017500,5470-11-01,,hydroxylammonium chloride,Yes,8,6.1,,III,2923,500,gram,Corrosive Acid 1
100010055900,5470-11-1,,hydroxylammonium chloride,Yes,8,6.1,,III,2923,100,gram,Freezer 1 S2 B2
100010017600,10039-54-0,,allylmagnesium chloride,Yes,4.3,3,,I,3399,100,gram,Corrosive Acid 1
100010158800,38585-62-5,4-,hydroxymethyl-5-methylimidazole HCl,Yes,,,,,,25,gram,Harmful H18
100010122900,4433-40-3,5-(,hydroxymethyl)uricil hydrate,Yes,,,,,,1,gram,Harmful H8
100010123000,118-29-6,N-,hydroxymethylphthalimide,No,,,,,,25,gram,Harmful H8
100010110700,609-71-2,2-,hydroxynicotinic acid,Yes,,,,,,25,gram,Harmful H5
100010008100,214360-76-6,3-,hydroxyphenylboronic acid pinacol ester,Yes,,,,,,5,gram,Harmful H18
100010008101,214360-76-6,3-,hydroxyphenylboronic acid pinacol ester,Yes,,,,,,5,gram,Harmful H18
100010101800,524-38-9,n-,hydroxyphthalimide,Yes,,,,,,500,gram,Harmful H26
100010069700,6859-99-0,3-,hydroxypiperidine,Yes,8,,,II,3263,10,gram,Fridge S2 B1
100010069701,6859-99-0,3-,hydroxypiperidine,Yes,8,,,II,3263,10,gram,Fridge S2 B1
100010110800,5382-16-1,4-,hydroxypiperidine,Yes,,,,,,25,gram,Harmful H5
100010110900,109-78-4,3-,hydroxypropionitrile,No,,,,,,50,gram,Harmful H5
100010012800,5317-32-8,1-(3-,hydroxypropyl)piperazine,Yes,,,,,,10,gram,Benches 14
100010111000,626-64-2,4-,hydroxypyridine,No,,,,,,15,gram,Harmful H5
100010111100,10040-98-9,4-(1H-,imidazol-1-yl)benzaldehyde,No,,,,,,5,gram,Harmful H5
100010025500,288-32-4,,imidazole,Yes,8,,,,,100,gram,Toxic TL2
100010169400,288-32-4,,imidazole,Yes,8,,,,,100,gram,Corrosive Base 1
100010099300,142-73-4,,iminodiacetic acid,Yes,,,,,,500,gram,Harmful H23
100010069800,615-13-4,2-,indanone,No,,,,,,50,gram,Fridge S2 B1
100010086200,4498-67-3,,indazole-3-carboxylic acid,Yes,,,,,,10,gram,Harmful H12
100010086300,482-89-3,,indigo (indigotin),Yes,,,,,,100,gram,Harmful H12
100010111200,1196-69-6,,indole-5-carboxaldehyde,No,,,,,,5,gram,Harmful H5
100010154400,666-52-4,d6-,acetone,Yes,3,,,II,1090,None,, Deuterates dessicator
100010018800,7553-56-2,,iodine,Yes,8,6.1,,III,3495,500,gram,Corrosive Acid 2
100010018801,7553-56-2,,iodine,Yes,8,6.1,,III,3495,500,gram,Corrosive Acid 2
100010018802,7553-56-2,,iodine,Yes,8,6.1,,III,3495,100,gram,Corrosive Acid 2
100010018803,7553-56-2,,iodine,Yes,8,6.1,,III,3495,100,gram,Corrosive Acid 2
100010169500,7553-56-2,,iodine,Yes,8,6.1,,III,3495,100,gram,Corrosive Acid 2
100010025600,73746-45-9,4-,iodo-2-methyl-1H-imidazole,Yes,8,,,,,1,gram,Corrosive Base 1
100010025601,73746-45-9,4-,iodo-2-methyl-1H-imidazole,Yes,8,,,,,1,gram,Corrosive Base 1
100010111300,20691-72-9,4-,iodo-2-nitroaniline,Yes,,,,,,10,gram,Harmful H5
100010069900,54-42-2,5-,iodo-2'-deoxyuridine,Yes,6.1,,,,,25,gram,Fridge S2 B1
100010025700,15813-07-07,5-,iodo-4-methylimidazole,Yes,8,,,,,5,gram,Corrosive Base 1
100010070000,64-69-7,,iodoacetic acid,Yes,8,6.1,,I,2923,25,gram,Fridge S2 B1
100010111400,615-43-0,2-,iodoaniline,No,,,,,,25,gram,Harmful H5
100010169600,766-85-8,3-,iodoanisole,Yes,,,,,,5,gram,Harmful H5
100010053100,15164-44-0,4-,iodobenzaldehyde,No,,,,,,5,gram,Freezer 1 S2 B1
100010053101,15164-44-0,4-,iodobenzaldehyde,No,,,,,,5,gram,Freezer 1 S2 B1
100010053102,15164-44-0,4-,iodobenzaldehyde,No,,,,,,5,gram,Freezer 1 S2 B1
100010123201,3240-34-4,,iodobenzene diacetate,No,,,,,,25,gram,Harmful H8
100010123202,3240-34-4,,iodobenzene diacetate,No,,,,,,25,gram,Harmful H8
100010093400,88-67-5,2-,iodobenzoic acid,Yes,,,,,,100,gram,Harmful H17
100010123300,618-51-9,3-,iodobenzoic acid,Yes,,,,,,50,gram,Harmful H8
100010111500,619-58-9,4-,iodobenzoic acid,Yes,,,,,,25,gram,Harmful H5
100010086500,5149-41-1,2-,iodobenzyl alcohol,Yes,,,,,,50,gram,Harmful H12
100010123401,57455-06-08,3-,iodobenzyl alcohol,Yes,,,,,,5,gram,Harmful H8
100010018900,49617-83-6,3-,iodobenzyl bromide,Yes,8,,,II,3261,5,gram,Corrosive Acid 2
100010073000,16004-15-2,4-,iodobenzyl bromide,Yes,8,,,II,3261,5,gram,Fridge S3 B1
100010073001,16004-15-2,4-,iodobenzyl bromide,Yes,8,,,II,3261,5,gram,Fridge S3 B1
100010139700,75-03-6,,iodoethane,Yes,6.1,,,,,500,gram,Toxic TL2
100010136900,74-88-4,,iodomethane,Yes,6.1,,7,I,2644,500,milliliter,Fridge S3 B1
100010169700,74-88-4,,iodomethane,Yes,6.1,,7,I,2644,25,milliliter,Fridge S3 B1
100010169800,74-88-4,,iodomethane,Yes,6.1,,7,I,2644,100,milliliter,Fridge S3 B1
100010169801,74-88-4,,iodomethane,Yes,6.1,,7,I,2644,100,milliliter,Fridge S3 B1
100010078000,865-50-9,,iodomethane-d3,Yes,6.1,,,I,2644,50,gram,Fridge S4 B1
100010064700,26272-85-5,3-,iodooxetane,Yes,,,,,,5,gram,Fridge Door
100010123500,827-15-6,,iodopentafluorobenzene,Yes,,,,,,25,gram,Harmful H8
100010111600,533-58-4,2-,iodophenol,Yes,,,,,,25,gram,Harmful H5
100010037800,75-30-9,2-,iodopropane,Yes,3,,,III,2392,100,gram,Flammable liquid Small
100010037801,75-30-9,2-,iodopropane,Yes,3,,,III,2392,100,gram,Flammable liquid Small
