Approved by,Barcode,Brand,Building,CAS,Container type,Date in,Expire,Group,Hazard Classification,Region specific hazard code(s),Hazard code(s),Hazard Label(s),Laboratory,Location,Location path,Lot Number,Product name,NFPA Label,Note (Item),Note (Product),Responsible person,Packaging group,PPE,Precautionary statement(s),Product number,Proposed location,Purity (%),Quantity,Net Quantity,Quantity unit,Current quantity (Net),Normalized quantity,Normalized current quantity,Normalized unit,Hazard Signal Word,Site,State,Storage temperature,Sublocation,Tags,Transport hazard class 1,Transport hazard class 2,Transport hazard class 3,UN number,German Water Hazard Class (WGK),Molecular weight,InChI,CID,Iupac Name,Lagerklasse (TRGS 510),Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration
,5071,Sigma-Aldrich,Materials Innovation Factory,107-88-0,,11/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 12,Cupboard 2 > Box 12,,"(±)-1,3-Butanediol",,,,Thomas Fellowes (thomas.fellows),,,,B84785-100ML,,,100 ml,100,ml,,100,,ml,,,,ROOM,,,,,,0,,90.12200165,"InChI=1S/C4H10O2/c1-4(6)2-3-5/h4-6H,2-3H2,1H3",7896,,,,,,,,,,,,,,
,10581,TCI America,Materials Innovation Factory,107-95-9,,19/10/2021,,Cooper Group,Not hazardous,,,,Synthetic Laboratory,Box 1,Cupboard 2 > Box 1,,β-Alanine,,,,Thomas Fellowes (thomas.fellows),,,,A0180,,99%,25g,25,g,25g,25,25,g,,,Solid,,,,,,,,,89.09,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)",239,3-aminopropanoic acid,,,,,,,,,,,,,
,9256,TCI,Materials Innovation Factory,107124-34-4,,11/11/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 9,Cupboard 1 > Box 9,,"7-Bromo-2,1,3-benzothiadiazole-4-carboxaldehyde",,,,Xiaobo Li (xli),,,,B5433,,,0.2 g,0.2,g,0.2 g,0.2,0.2,g,,,,ROOM,,,,,,,,243.0850067,InChI=1S/C7H3BrN2OS/c8-5-2-1-4(3-11)6-7(5)10-12-9-6/h1-3H,58497962,,,,,,,,,,,,,,
,10077,Sigma-Aldrich,Materials Innovation Factory,1072-63-5,,19/10/2021,,Cooper Group,"Reproductive toxicity (Category 1B);Acute toxicity, Oral (Category 4);Eye irritation (Category 1)",,H302;H318;H360,GHS_05;GHS_07;GHS_08,Synthetic Laboratory,Fridge 3,Fridge 3,MKBR9G33V,1-Vinylimidazole,,,,Yue Wu (ywu),II,,P201;P264;P280;P308 + P313;P310;P501,235466,,99%,25 g,25,g,,25,,g,Danger,,Liquid,,,,8,,,3267,,94.11,"InChI=1S/C5H6N2/c1-2-7-4-3-6-5-7/h2-5H,1H2",66171,1-ethenylimidazole,,,,,,,,,,,,,
,4866,Aldrich,Materials Innovation Factory,1072-63-5,,17/10/2017,,Cooper Group,"Acute toxicity, Oral (Category 4);Serious eye damage/eye irritation (Category 1);Reproductive toxicity (Category 1A)",,H302;H318;H360,GHS_05;GHS_07;GHS_08,Synthetic Laboratory,Box 8,Cupboard 10 > Box 8,MKBR9933V,1-Vinylimidazole,,,,Alex James (amjames),,,,235466-25G,,,25 g,25,g,,25,,g,Danger,,,,,,,,,3267,,94.11699677,"InChI=1S/C5H6N2/c1-2-7-4-3-6-5-7/h2-5H,1H2",66171,,,,,,,,,,,,,,
,4878,Aldrich,Materials Innovation Factory,1072-63-5,,17/10/2017,,Cooper Group,"Acute toxicity, Oral (Category 4);Serious eye damage/eye irritation (Category 1);Reproductive toxicity (Category 1A)",,H302;H318;H360,GHS_05;GHS_07;GHS_08,Synthetic Laboratory,Box 8,Cupboard 10 > Box 8,15823LD-176,1-Vinylimidazole,,,,Alex James (amjames),,,,235466-25G,,,100 g,100,g,,100,,g,Danger,,,,,,,,,3267,,94.11699677,"InChI=1S/C5H6N2/c1-2-7-4-3-6-5-7/h2-5H,1H2",66171,,,,,,,,,,,,,,
,5046,Aldrich,Materials Innovation Factory,1072-85-1,,11/10/2017,,Cooper Group,Flammable liquids (Category 3),,H226,GHS_02,Synthetic Laboratory,Box 12,Cupboard 2 > Box 12,BCBD1417V,1-Bromo-2-fluorobenzene,,,,Thomas Fellowes (thomas.fellows),,,,B66809-25G,,,25 g,25,g,,25,,g,Warning,,,ROOM,,,,,,1993,,175,InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,61259,,,,,,,,,,,,,,
,6350,Alfa Aesar,Materials Innovation Factory,1073-67-2,,27/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Fridge 3,Fridge 3,10197455,"4-chlorostyrene, stab.",,,,Marc Little (malittle),,,,B20512,,,10 g,10,g,,10,,g,,,,FRIDGE,,,,,,0,,138.5970001,"InChI=1S/C8H7Cl/c1-2-7-3-5-8(9)6-4-7/h2-6H,1H2",14085,,,,,,,,,,,,,,
,7072,Aldrich,Materials Innovation Factory,1073-67-2,,17/11/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Fridge 3,Fridge 3,,4-Chlorostylene,,,,Ying Yang (ying yang),,,,C71203-10G,,,10G,10,g,,10,,g,,,,,,,,,,0,,138.5970001,"InChI=1S/C8H7Cl/c1-2-7-3-5-8(9)6-4-7/h2-6H,1H2",14085,,,,,,,,,,,,,,
,10350,ABCR,Materials Innovation Factory,107310-65-6,Bottle,18/10/2021,,Cooper Group,"Skin corrosion/irritation (Category 1C);Serious eye damage/eye irritation (Category 1);Eye irritation (Category 1);Acute toxicity, Inhalation (Category 4);Carcinogenicity (Category 2)",,H314;H332;H351,GHS_05;GHS_07;GHS_08,Synthetic Laboratory,Box 2,Cupboard 4 > Box 2,,Di-n-octylgermanium dichloride,,,,Thomas Fellowes (thomas.fellows),II,,,AB255105,,,25g,25,g,25g,25,25,g,Danger,,,ROOM,,,8,,,3261,,369.9639893,"InChI=1S/C16H34Cl2Ge/c1-3-5-7-9-11-13-15-19(17,18)16-14-12-10-8-6-4-2/h3-16H2,1-2H3",87392457,dichloro(dioctyl)germane,,,,,,,,,,,,,
,8400,ABCR,Materials Innovation Factory,1073354-14-9,,20/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 1,Fridge 4 > Box 1,,2-formylpyridine-boronic acid pinacolate,,,,Marc Little (malittle),,,,AB273926,,,1g,1,g,1g,1,1,g,,,,,,,,,,,,233.076004,"InChI=1S/C12H16BNO3/c1-11(2)12(3,4)17-13(16-11)9-5-6-10(8-15)14-7-9/h5-8H,1-4H3",44754839,"5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)pyridine-2-carbaldehyde",,,,,,,,,,,,,
,10130,ABCR,Materials Innovation Factory,1073354-14-9,,19/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 1,Cupboard 7 > Box 1,140008A,2-Formylpyridinyl-5-boronic acid pinacol ester,,,,Yue Wu (ywu),,,,273926,,95%,1g,1,g,1g,1,1,g,,,,ROOM,,,,,,,,233.076004,"InChI=1S/C12H16BNO3/c1-11(2)12(3,4)17-13(16-11)9-5-6-10(8-15)14-7-9/h5-8H,1-4H3",44754839,,,,,,,,,,,,,,
,8290,ABCR,Materials Innovation Factory,1073354-14-9,,01/02/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,Fridge 4,Fridge 4,,2-Formylpyridinyl-5-boronic acid pinacol ester,,,,Liang Luo (liang92),,,,273926,,95%,1g,1,g,,1,,g,,,,ROOM,,,,,,,,233.076004,"InChI=1S/C12H16BNO3/c1-11(2)12(3,4)17-13(16-11)9-5-6-10(8-15)14-7-9/h5-8H,1-4H3",44754839,,,,,,,,,,,,,,
,8440,ABCR,Materials Innovation Factory,1073354-14-9,,21/02/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,FC14 (White cupboard),FC14 (White cupboard),,2-Formylpyridinyl-5-boronic acid pinacol ester,,,,Liang Luo (liang92),,,,273926,,95%,1 g,1,g,,1,,g,,,,ROOM,,,,,,,,233.076004,"InChI=1S/C12H16BNO3/c1-11(2)12(3,4)17-13(16-11)9-5-6-10(8-15)14-7-9/h5-8H,1-4H3",44754839,,,,,,,,,,,,,,
,8524,ABCR,Materials Innovation Factory,1073354-14-9,,18/03/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,FC14 (White cupboard),FC14 (White cupboard),1400084,2-Formylpyridinyl-5-boronic acid pinacol ester,,,,Liang Luo (liang92),,,,273926,,95%,1 g,1,g,,1,,g,,,,ROOM,,,,,,,,233.076004,"InChI=1S/C12H16BNO3/c1-11(2)12(3,4)17-13(16-11)9-5-6-10(8-15)14-7-9/h5-8H,1-4H3",44754839,,,,,,,,,,,,,,
,8694,Fluorochem,Materials Innovation Factory,1073354-14-9,,14/05/2019,,Cooper Group,"Skin corrosion/irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H319;H335,GHS_07,Synthetic Laboratory,FC14 (White cupboard),FC14 (White cupboard),,"5-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)picolinaldehyde",,,,Liang Luo (liang92),,,P264;P302 + P352;P304 + P340;P305 + P351;P332 + P313;P337 + P313,216233,,,1 g,1,g,,1,,g,Warning,,Solid,,,,,,,,,233.076004,"InChI=1S/C12H16BNO3/c1-11(2)12(3,4)17-13(16-11)9-5-6-10(8-15)14-7-9/h5-8H,1-4H3",44754839,,,,,,,,,,,,,,
,8695,Fluorochem,Materials Innovation Factory,1073354-14-9,,14/05/2019,,Cooper Group,"Skin corrosion/irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H319;H335,GHS_07,Synthetic Laboratory,FC14 (White cupboard),FC14 (White cupboard),,"5-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)picolinaldehyde",,,,Liang Luo (liang92),,,P264;P302 + P352;P304 + P340;P305 + P351;P332 + P313;P337 + P313,216233,,,1 g,1,g,,1,,g,Warning,,Solid,,,,,,,,,233.076004,"InChI=1S/C12H16BNO3/c1-11(2)12(3,4)17-13(16-11)9-5-6-10(8-15)14-7-9/h5-8H,1-4H3",44754839,,,,,,,,,,,,,,
,10525,Sigma-Aldrich,Materials Innovation Factory,1074-24-4,,19/10/2021,,Cooper Group,"Hazardous to the aquatic environment, long-term (chronic), (Category 2);Skin corrosion/irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H319;H335;H411,GHS_07;GHS_09,Synthetic Laboratory,Box 10,Cupboard 4 > Box 10,,"1,4-Dibromo-2,5-dimethylbenzene",,,,Thomas Fellowes (thomas.fellows),III,,P261;P264;P271;P273;P280;P312;P337 + P313;P391;P403 + P233;P501,116157,,,25g,25,g,25g,25,25,g,Warning,,Solid,ROOM,,,9,,,3077,,263.9599915,"InChI=1S/C8H8Br2/c1-5-3-8(10)6(2)4-7(5)9/h3-4H,1-2H3",66175,,,,,,,,,,,,,,
,10518,Sigma-Aldrich,Materials Innovation Factory,1074-24-4,,19/10/2021,,Cooper Group,"Hazardous to the aquatic environment, long-term (chronic), (Category 2);Skin corrosion/irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H319;H335;H411,GHS_07;GHS_09,Synthetic Laboratory,Box 10,Cupboard 4 > Box 10,,"1,4-Dibromo-2,5-dimethylbenzene",,,,Thomas Fellowes (thomas.fellows),III,,P261;P264;P271;P273;P280;P312;P337 + P313;P391;P403 + P233;P501,116157,,,25 g,25,g,25 g,25,25,g,Warning,,Solid,ROOM,,,9,,,3077,,263.9599915,"InChI=1S/C8H8Br2/c1-5-3-8(10)6(2)4-7(5)9/h3-4H,1-2H3",66175,,,,,,,,,,,,,,
,4698,Aldrich,Materials Innovation Factory,1074-24-4,,16/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 9,Cupboard 3 > Box 9,,"1,4-Dibromo-2,5-dimethylbenzene",,,,Marc Little (malittle),,,,116157,,,25 g,25,g,,25,,g,,,,ROOM,,,,,,3077,,263.9599915,"InChI=1S/C8H8Br2/c1-5-3-8(10)6(2)4-7(5)9/h3-4H,1-2H3",66175,,,,,,,,,,,,,,
,5377,Aldrich,Materials Innovation Factory,1074-82-4,,12/10/2017,,Cooper Group,No data available,,,,Chromatography Laboratory,default,default,BCBP0097V,Phthalimide potassium salt,,,,Marc Little (malittle),,,,160385-100G,,,100 g,100,g,,100,,g,,,,ROOM,,,,,,0,,185.2230072,"InChI=1S/C8H5NO2.K/c10-7-5-3-1-2-4-6(5)8(11)9-7;/h1-4H,(H,9,10,11);/q;+1/p-1",3356745,,,,,,,,,,,,,,
,8438,Fluorochem,Materials Innovation Factory,1074-82-4,,27/02/2019,,Cooper Group,"Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H302;H315;H319;H335,GHS_07,Synthetic Laboratory,Box 9,Cupboard 8 > Box 9,,"Potassium 1,3-dioxoisoindolin-2-ide",,,,Alex James (amjames),,,P264;P302 + P352;P304 + P340;P305 + P351;P332 + P313;P337 + P313,214996,,,250 g,250,g,,250,,g,Warning,,Solid,,,,,,,,,185.2230072,"InChI=1S/C8H5NO2.K/c10-7-5-3-1-2-4-6(5)8(11)9-7;/h1-4H,(H,9,10,11);/q;+1/p-1",3356745,,,,,,,,,,,,,,
,9382,TCI,Materials Innovation Factory,1074-82-4,,09/01/2020,,Cooper Group,No data available,,,,Synthetic Laboratory,FC15 (White cupboard),FC15 (White cupboard),,Phthalimide Potassium Salt,,,,Seb Sprick (ssprick),,,,P0403,,,25 g,25,g,25 g,25,25,g,,,,,,,,,,,,185.2230072,"InChI=1S/C8H5NO2.K/c10-7-5-3-1-2-4-6(5)8(11)9-7;/h1-4H,(H,9,10,11);/q;+1/p-1",3356745,,,,,,,,,,,,,,
,5614,Aldrich,Materials Innovation Factory,1074-82-4,,13/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Oxidizing Agents FC08,Oxidizing Agents FC08,,Phthalimide potassium salt,,,,Sriram Vijayakrishnan (svijayakrishnan),,,,160385-100G,,,100G,100,g,,100,,g,,,,ROOM,,,,,,0,,185.2230072,"InChI=1S/C8H5NO2.K/c10-7-5-3-1-2-4-6(5)8(11)9-7;/h1-4H,(H,9,10,11);/q;+1/p-1",3356745,,,,,,,,,,,,,,
,7672,Fluorochem,Materials Innovation Factory,1074-86-8,,07/08/2018,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 7,Cupboard 1 > Box 7,,Indole-4-carboxaldehyde,,,,Xiaobo Li (xli),III,,,040134,,95,5 g,5,g,,5,,g,,,Solid,ROOM,,,6.1,,,2811,,145.1609955,"InChI=1S/C9H7NO/c11-6-7-2-1-3-9-8(7)4-5-10-9/h1-6,10H",333703,,,,,,,,,,,,,,
,5326,Aldrich,Materials Innovation Factory,1075-49-6,,12/10/2017,,Cooper Group,"Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H319;H335,GHS_07,Synthetic Laboratory,Box 8,Cupboard 10 > Box 8,,4-Vinylbenzoic acid,,,,Alex James (amjames),,,,254738-1G,,,1 g,1,g,,1,,g,Warning,,,FRIDGE,,,,,,0,,148.1609955,"InChI=1S/C9H8O2/c1-2-7-3-5-8(6-4-7)9(10)11/h2-6H,1H2,(H,10,11)",14098,,,,,,,,,,,,,,
,10683,Aldrich,Materials Innovation Factory,1075198-30-9,,19/10/2021,,Cooper Group,Not hazardous,,,,Synthetic Laboratory,Fridge 3,Fridge 3,,COMU®,,,,Alex James (amjames),,,,712191,,,5 g,5,g,5 g,5,5,g,,,Solid,FRIDGE,,,,,,0,,428.269989,"InChI=1S/C12H19N4O4.F6P/c1-4-19-11(17)10(9-13)14-20-12(15(2)3)16-5-7-18-8-6-16;1-7(2,3,4,5)6/h4-8H2,1-3H3;/q+1;-1/b14-10-;",44471148,[[(Z)-(1-cyano-2-ethoxy-2-oxoethylidene)amino]oxy-morpholin-4-ylmethylidene]-dimethylazanium;hexafluorophosphate,,,,,,,,,,,,,
,3170,Alfa Aesar,Materials Innovation Factory,107535-73-9,,24/11/2017,,Cooper Group,No data available,,H314,,Synthetic Laboratory,Box 4,Cupboard 10 > Box 4,10176418,"2,3,5,6-Tetrafluorobenzoyl chloride, 97%",,,,Ian Coates (ian.coates),I,,P260;P301 + P330 + P331;P303 + P361 + P353;P305 + P351 + P338;P405;P501,L18681,,98,5 g,5,g,,5,,g,Danger,,Liquid,ROOM,,,8,,,3265,,212.529007,InChI=1S/C7HClF4O/c8-7(13)4-5(11)2(9)1-3(10)6(4)12/h1H,2734028,,,,,,,,,,,,,,
,10638,Alfa Aesar,Materials Innovation Factory,107552-14-7,,19/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 12,Cupboard 8 > Box 12,,Scandium (III) nitrate hydrate,,,,Alex James (amjames),,,,067104.06,,,5g,5,g,5g,5,5,g,,,,,,,,,,0,,248.9830017,InChI=1S/3NO3.H2O.Sc/c3*2-1(3)4;;/h;;;1H2;/q3*-1;;+3,60160869,,,,,,,,,,,,,,
,10830,Alfa Aesar,Materials Innovation Factory,107552-14-7,,19/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 12,Cupboard 8 > Box 12,,Scandium(III) nitrate hydrate,,,,Alex James (amjames),,,,067104.03,,,1g,1,g,1g,1,1,g,,,,,,,,,,0,,248.9830017,InChI=1S/3NO3.H2O.Sc/c3*2-1(3)4;;/h;;;1H2;/q3*-1;;+3,60160869,,,,,,,,,,,,,,
,7287,Aldrich,Materials Innovation Factory,1078153-58-8,,24/05/2018,,Cooper Group,No data available,,,,Synthetic Laboratory,FC22 (White cupboard),FC22 (White cupboard),MKBwo668,"1,2,4,5-Tetrakis(4-carboxyphenyl)benzene",,,,Chloe Stackhouse (cstackhouse),,,,715298-1,,,1g,1,g,,1,,g,,,,,,,,,,,,558.5419922,"InChI=1S/C34H22O8/c35-31(36)23-9-1-19(2-10-23)27-17-29(21-5-13-25(14-6-21)33(39)40)30(22-7-15-26(16-8-22)34(41)42)18-28(27)20-3-11-24(12-4-20)32(37)38/h1-18H,(H,35,36)(H,37,38)(H,39,40)(H,41,42)",45377724,,,,,,,,,,,,,,
,10080,Sigma-Aldrich,Materials Innovation Factory,108-05-4,,19/10/2021,19/10/2022,Cooper Group,"Flammable liquids (Category 2);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335);Carcinogenicity (Category 2)",,H225;H332;H335;H351,GHS_02;GHS_07;GHS_08,Synthetic Laboratory,Fridge 3,Fridge 3,,Vinyl acetate,,,,Marc Little (malittle),II,,P201;P210;P308 + P313;P312,V1503,,,1 l,1,l,500 ml,1000,500,ml,Danger,,Liquid,,,,3,,,1301,,86.08999634,"InChI=1S/C4H6O2/c1-3-6-4(2)5/h3H,1H2,2H3",7904,ethenyl acetate,,,,,,,,,,,,,
,3645,Aldrich,Materials Innovation Factory,108-18-9,,07/12/2017,,Cooper Group,"Skin corrosion/irritation (Category 1A);Flammable liquids (Category 2);Acute toxicity, Oral (Category 4);Acute toxicity, Inhalation (Category 3)",,H225;H302;H314;H331,GHS_02;GHS_05;GHS_06,Synthetic Laboratory,Bases FC10,Bases FC10,STBH3146,Diisopropylamine,Flammability: 3; Health: 3; Instability/reactivity: 0,,,Marc Little (malittle),II,,P210;P280;P303 + P361 + P353;P304 + P340 + P310;P305 + P351 + P338;P403 + P233,471224-500ML,,99.5%,500mL,500,ml,,500,,ml,Danger,,Liquid,,,,3,8,,1158,,101.1930008,"InChI=1S/C6H15N/c1-5(2)7-6(3)4/h5-7H,1-4H3",7912,,,,,,,,,,,,,,
,5859,Alfa Aesar,Materials Innovation Factory,108-18-9,,13/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Bases FC09,Bases FC09,10193278,"Diisopropylamine, 99+%",Flammability: 3; Health: 3; Instability/reactivity: 0,,,Marc Little (malittle),II,,,A10280,,,500 ml,500,ml,,500,,ml,,,,,,,,,,1158,,101.1930008,"InChI=1S/C6H15N/c1-5(2)7-6(3)4/h5-7H,1-4H3",7912,,,,,,,,,,,,,,
,6445,Aldrich,Materials Innovation Factory,108-19-0,,31/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 5,Cupboard 2 > Box 5,BCBA9246V,Biuret,,,,Thomas Fellowes (thomas.fellows),,,,15270-25G,,,25 g,25,g,,25,,g,,,,ROOM,,,,,,0,,103.0810013,"InChI=1S/C2H5N3O2/c3-1(6)5-2(4)7/h(H5,3,4,5,6,7)",7913,,,,,,,,,,,,,,
,7769,Fluka,Materials Innovation Factory,108-20-3,,07/09/2018,06/12/2018,Cooper Group,No data available,,,,Synthetic Laboratory,FC13 Solvents,FC13 Solvents,,Diisopropyl ether,Flammability: 3; Health: 2; Instability/reactivity: 1,,,Marc Little (malittle),,,,38279,,,2.5,2.5,,,2.5,,pc,,,,,,,,,,,,102.177002,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",7914,,,,,,,,,,,,,,
,7767,SIGMA,Materials Innovation Factory,108-20-3,,07/09/2018,06/12/2018,Cooper Group,"Flammable liquids (Category 2);Specific target organ toxicity - single exposure (Category 3, H336)",,H225;H336,GHS_02;GHS_07,Synthetic Laboratory,FC13 Solvents,FC13 Solvents,,Diisopropyl ether,Flammability: 3; Health: 2; Instability/reactivity: 1,,,Marc Little (malittle),,,P210;P233;P240;P241;P242;P243;P261;P271;P280;P303 + P361 + P353;P304 + P340 + P312;P370 + P378;P403 + P233;P403 + P235;P405;P501,38270,,,1 L,1,l,,1000,,ml,Danger,,Liquid,,,,,,,,,102.177002,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",7914,,,,,,,,,,,,,,
,11444,Aldrich,Materials Innovation Factory,108-21-4,,21/10/2021,,Cooper Group,"Flammable liquids (Category 2);Serious eye damage/eye irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H336)",EUH066,H225;H319;H336,GHS_02;GHS_07,Synthetic Laboratory,Box 7,Cupboard 7 > Box 7,,Isopropyl acetate,Flammability: 3; Health: 2; Instability/reactivity: 0,,,Qiang Zhu (qzhu),,,,185477,,,500 ml,500,ml,,500,,ml,Danger,,,ROOM,,,,,,1220,,102.1330032,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",7915,,,,,,,,,,,,,,
,8588,Aldrich,Materials Innovation Factory,108-22-5,,09/04/2019,,Cooper Group,"Flammable liquids (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H225;H335,GHS_02;GHS_07,Synthetic Laboratory,Fridge 3,Fridge 3,,Isopropenyl acetate,,,,Wei Zhao (wzhao),II,,P210;P370 + P378;P403 + P235,117781-250ML,,99,250 ml,250,ml,,250,,ml,Danger,,Liquid,ROOM,,,3,,,2403,,100.1169968,"InChI=1S/C5H8O2/c1-4(2)7-5(3)6/h1H2,2-3H3",7916,,,,,,,,,,,,,,
,11030,Sigma-Aldrich,Materials Innovation Factory,108-24-7,,20/10/2021,,Cooper Group,"Skin corrosion/irritation (Category 1B);Flammable liquids (Category 3);Acute toxicity, Oral (Category 4);Acute toxicity, Inhalation (Category 2)",,H226;H302;H314;H330,GHS_02;GHS_05;GHS_06,Synthetic Laboratory,Fridge 4,Fridge 4,,Acetic anhydride,,,,Marc Little (malittle),II,,P210;P260;P280;P305 + P351 + P338;P310;P370 + P378,539996,,,25g,25,g,25g,25,25,g,Danger,,Liquid,,,,8,3,,1715,,102.0889969,InChI=1S/C4H6O3/c1-3(5)7-4(2)6/h1-2H3,7918,acetyl acetate,,,,,,,,,,,,,
,8455,Sigma-Aldrich,Materials Innovation Factory,108-24-7,,11/12/2018,,Cooper Group,"Skin corrosion/irritation (Category 1B);Flammable liquids (Category 3);Acute toxicity, Oral (Category 4);Acute toxicity, Inhalation (Category 2)",,H226;H302;H314;H330,GHS_02;GHS_05;GHS_06,Synthetic Laboratory,FC23 (White Cupboard),FC23 (White Cupboard),,Acetic Anhydride,Flammability: 2; Health: 3; Instability/reactivity: 1,,,Yue Wu (ywu),II,,P210;P260;P280;P304 + P340 + P310;P305 + P351 + P338;P370 + P378,539996-25g,,,25 g,25,g,,25,,g,Danger,,Liquid,,,,8,3,,1715,,102.0889969,InChI=1S/C4H6O3/c1-3(5)7-4(2)6/h1-2H3,7918,,,,,,,,,,,,,,
,9203,Sigma-Aldrich,Materials Innovation Factory,108-24-7,,03/11/2019,,Cooper Group,"Skin corrosion/irritation (Category 1B);Flammable liquids (Category 3);Acute toxicity, Oral (Category 4);Acute toxicity, Inhalation (Category 2)",,H226;H302;H314;H330,GHS_02;GHS_05;GHS_06,Synthetic Laboratory,Anhydrous Acids FC26,Anhydrous Acids FC26,,Acetic anhydride,,,,Wei Zhao (wzhao),II,,P210;P260;P280;P304 + P340 + P310;P305 + P351 + P338;P370 + P378,242845,,,100g,100,g,100g,100,100,g,Danger,,Liquid,,,,8,3,,1715,,102.0889969,InChI=1S/C4H6O3/c1-3(5)7-4(2)6/h1-2H3,7918,,,,,,,,,,,,,,
,5872,BDH gpr,Materials Innovation Factory,108-24-7,,13/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Anhydrous Acids FC26,Anhydrous Acids FC26,,Acetic Anhydride,Flammability: 2; Health: 3; Instability/reactivity: 1,,,Marc Little (malittle),,,,270177C,,,2.5 l,2.5,l,,2500,,ml,,,,,,,,,,0,,102.0889969,InChI=1S/C4H6O3/c1-3(5)7-4(2)6/h1-2H3,7918,,,,,,,,,,,,,,
,6009,Aldrich,Materials Innovation Factory,108-29-2,,19/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 8,Cupboard 10 > Box 8,,γ-Valerolactone,,,,Alex James (amjames),,,,V403-100G,,,100 g,100,g,,100,,g,,,,ROOM,,,,,,0,,100.1169968,"InChI=1S/C5H8O2/c1-4-2-3-5(6)7-4/h4H,2-3H2,1H3",7921,,,,,,,,,,,,,,
,5421,Aldrich,Materials Innovation Factory,108-30-5,,12/10/2017,,Cooper Group,"Skin corrosion/irritation (Category 1);Acute toxicity, Oral (Category 4);Skin sensitisation (Category 1);Serious eye damage/eye irritation (Category 2);Respiratory sensitisation (Category 1);Specific target organ toxicity - single exposure (Category 3, H335)",,H302;H314;H317;H334;H335,GHS_05;GHS_08,Synthetic Laboratory,Box 12,Cupboard 8 > Box 12,BCBD4428V,Succinic anhydride,,,,Alex James (amjames),,,,239690-50G,,,50 g,50,g,,50,,g,Danger,,,ROOM,,,,,,3261,,100.072998,InChI=1S/C4H4O3/c5-3-1-2-4(6)7-3/h1-2H2,7922,,,,,,,,,,,,,,
,10605,TCI America,Materials Innovation Factory,108-31-6,,21/10/2021,,Cooper Group,"Hazardous to the aquatic environment, short-term (acute), (Category 3);Acute toxicity, Oral (Category 4)",,H302;H402,GHS_07,Synthetic Laboratory,FC09 (White cupboard),FC09 (White cupboard),,Maleic Anhydride,,,,Xue Wang (xwang),III,,,M0005,,,25g,25,g,25g,25,25,g,Warning,,Solid,,,,8,,,2215,,98.06,InChI=1S/C4H2O3/c5-3-1-2-4(6)7-3/h1-2H,7923,"furan-2,5-dione",,,,,,,,,,,,,
,6656,Aldrich,Materials Innovation Factory,108-32-7,,03/11/2017,,Cooper Group,Serious eye damage/eye irritation (Category 2),,H319,GHS_07,Synthetic Laboratory,Box 2,Cupboard 8 > Box 2,,Propylene carbonate,,,,Alex James (amjames),,,,414220-1L,,,1 l,1,l,,1000,,ml,Warning,,,,,,,,,0,,102.0889969,"InChI=1S/C4H6O3/c1-3-2-6-4(5)7-3/h3H,2H2,1H3",7924,,,,,,,,,,,,,,
